,VisitorGroup,PlatformUsed,VisitSource,BrowserName,OSName,State,Gender,IncomeRange,ViewedProductInVisit,ViewedSaleInVisit,TotalPageViews,PlacedSearch,SecondsOnSite,ClickedBanner,b_effective
133462,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,west_coast,Female,50to100k,1,1,101,0,4825,1,1
133471,New Visitor,Web,WebSearch,Chrome,Windows,,,,1,0,35,1,1250,1,1
133473,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,Under50k,1,1,82,0,3314,1,1
133721,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,west_coast,Female,100to250k,1,1,25,1,6982,1,1
133799,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,,Unknown,,1,1,23,0,681,1,1
133922,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,44,1,1416,1,1
134066,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,66,1,11731,1,1
134321,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,eastern,Female,100to250k,1,1,55,0,1245,1,1
134418,New Visitor,Web,ThirdPartyAds,Chrome,Chrome OS,,,,1,1,48,0,11365,1,1
135148,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,100to250k,1,1,41,0,1140,1,1
135351,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,west_coast,Unknown,Under50k,1,1,56,1,14343,1,1
135456,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,Under50k,1,0,20,1,33909,1,1
135509,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,Under50k,1,1,173,0,21872,1,1
135593,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,iOS,eastern,Female,50to100k,1,0,28,0,1793,1,1
135740,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,mid_west,Female,100to250k,0,0,3,0,37,1,1
135887,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,,Female,,1,1,44,1,8680,1,1
135950,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,43,1,1873,1,1
135997,Prior Visitor,Web,WebSearch,Safari,Mac OS X,west_coast,Female,100to250k,1,0,17,1,408,1,1
136099,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,mid_west,Female,Under50k,1,0,76,1,15514,1,1
136170,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,,Female,,1,1,40,1,3927,1,1
136243,New Visitor,Web,WebSearch,Safari,Mac OS X,,,,1,1,71,1,2337,1,1
136518,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,57,1,5974,1,1
136550,Prior Visitor,Phone,WebSearch,Chrome,Android,,Unknown,,1,1,72,1,3658,1,1
136821,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,mid_west,Female,100to250k,1,1,12,0,7759,1,1
137005,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,,,1,0,5,0,83,1,1
137326,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,mid_west,Female,Under50k,1,1,63,1,14246,1,1
137522,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,west_coast,Female,Under50k,1,0,35,1,1444,1,1
137820,Prior Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,28,1,2161,1,1
137907,Prior Visitor,Phone,WebSearch,Safari,iOS,,,,1,0,20,1,909,1,1
138347,New Visitor,Web,WebSearch,Chrome,Windows,,Unknown,,1,1,64,1,7009,1,1
138366,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Male,100to250k,1,0,17,1,1257,1,1
138442,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,120,1,15711,1,1
138484,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,eastern,Female,100to250k,1,1,28,1,1808,1,1
138534,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,west_coast,Female,50to100k,1,1,47,1,1009,1,1
138677,Prior Visitor with Purchase,Web,WebSearch,Chrome,Chrome OS,mid_west,Female,Under50k,1,1,37,0,3115,1,1
138686,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,,Unknown,,1,1,74,0,8863,1,1
138822,New Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,127,1,5210,1,1
138936,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,mid_west,Female,50to100k,1,1,39,1,1444,1,1
139045,Prior Visitor,Web,ThirdPartyAds,Chrome,iOS,,Unknown,,1,1,170,1,18741,1,1
139142,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,mid_west,Female,50to100k,1,1,193,1,12657,1,1
139246,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,south_west,Male,50to100k,1,1,95,0,10766,1,1
139320,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,mid_west,Female,50to100k,1,1,14,1,864,1,1
139353,Prior Visitor,Web,WebSearch,Chrome,iOS,eastern,Female,Under50k,1,1,59,1,1942,1,1
139440,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,22,1,1567,1,1
139480,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,,1,1,100,1,2739,1,1
139906,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,eastern,Female,50to100k,1,1,24,1,1643,1,1
139986,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Male,50to100k,1,0,46,1,20249,1,1
139988,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,west_coast,Female,Under50k,1,0,24,0,930,1,1
140257,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,Under50k,1,1,7,0,93,1,1
140289,Prior Visitor,Web,WebSearch,Chrome,Mac OS X,eastern,Male,50to100k,1,1,32,1,2291,1,1
140351,Prior Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,29,1,830,1,1
140545,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,53,1,13971,1,1
140896,Prior Visitor,Web,WebSearch,Chrome,Windows,eastern,Unknown,50to100k,1,1,129,0,29470,1,1
140972,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,eastern,Unknown,50to100k,1,1,29,0,921,1,1
140990,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,,Unknown,,1,0,52,1,11280,1,1
141006,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,0,41,1,7549,1,1
141085,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,mid_west,Female,100to250k,1,1,23,0,5899,1,1
141146,New Visitor,Web,ThirdPartyAds,Chrome,Windows,,,,1,1,44,1,12125,1,1
141191,New Visitor,Phone,ThirdPartyAds,Chrome,Android,,Unknown,,1,1,14,0,10282,1,1
141318,Prior Visitor,Web,ThirdPartyAds,Safari,iOS,,,,1,0,9,1,1421,1,1
141479,Prior Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,7,0,291,1,1
141492,Prior Visitor,Phone,WebSearch,Safari,iOS,eastern,Female,Under50k,1,1,82,0,12639,1,1
141513,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,mid_west,Female,100to250k,1,1,14,0,3119,1,1
141876,New Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,0,10,0,613,1,1
142028,Prior Visitor,Phone,EmailFromWayfair,Safari,iOS,west_coast,Female,100to250k,1,1,10,0,272,1,1
142177,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,west_coast,Male,50to100k,1,1,38,1,9200,1,1
142314,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,west_coast,Female,100to250k,1,1,40,1,1579,1,1
142410,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,mid_west,Unknown,,1,1,12,0,7035,1,1
142459,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,1,22,1,1491,1,1
142485,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,eastern,Female,100to250k,1,1,78,0,2126,1,1
142490,New Visitor,Phone,WebSearch,Chrome,Android,,,,1,1,9,0,1043,1,1
142516,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,0,10,1,665,1,1
142558,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,50to100k,1,0,15,1,7719,1,1
143091,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,mid_west,Female,50to100k,1,1,19,0,1034,1,1
143287,Prior Visitor,Web,WebSearch,Safari,iOS,eastern,Male,50to100k,1,1,8,1,426,1,1
143327,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,50to100k,1,1,36,0,637,1,1
143401,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,mid_west,Female,100to250k,1,1,118,1,4224,1,1
143434,Prior Visitor with Purchase,Web,EmailFromWayfair,Microsoft Edge,Windows,mid_west,Female,100to250k,1,1,15,1,625,1,1
143453,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,eastern,Female,50to100k,1,1,56,0,1970,1,1
143911,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Male,100to250k,0,1,10,0,243,1,1
143991,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,,,1,1,39,1,2362,1,1
144065,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Mac OS X,west_coast,Male,100to250k,1,0,62,0,4821,1,1
144243,Prior Visitor,Web,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,22,0,2585,1,1
144372,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,mid_west,Female,Under50k,1,1,61,0,5696,1,1
144462,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,,Unknown,,1,1,13,0,323,1,1
144498,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Unknown,,1,1,66,1,3010,1,1
144499,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Male,Under50k,1,1,47,1,54035,1,1
144551,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,west_coast,Female,100to250k,1,1,32,1,817,1,1
144580,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,1,42,0,4353,1,1
144601,Prior Visitor,Web,WebSearch,Safari,iOS,eastern,Male,100to250k,1,1,45,1,6102,1,1
144623,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,west_coast,Female,50to100k,1,1,18,0,9808,1,1
144760,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,102,1,13321,1,1
144783,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,west_coast,Female,100to250k,1,1,188,1,3871,1,1
144870,Prior Visitor,Web,WebSearch,Chrome,Windows,,,,1,0,17,0,1692,1,1
145141,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Unknown,50to100k,1,1,64,1,2928,1,1
145631,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,eastern,Female,50to100k,1,1,40,1,2314,1,1
145676,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,south_west,Female,50to100k,1,0,95,1,14157,1,1
146119,New Visitor,Web,WebSearch,Chrome,Windows,,Unknown,,1,1,74,1,2851,1,1
146139,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,,1,1,30,0,597,1,1
146280,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,Under50k,1,1,31,0,5347,1,1
146355,New Visitor,Phone,WebSearch,Chrome,Android,,,,1,1,7,0,273,1,1
146602,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,,Unknown,,1,1,71,0,2675,1,1
146622,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,1,34,1,762,1,1
146703,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,west_coast,Male,100to250k,1,1,69,1,11146,1,1
146813,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,mid_west,Female,Under50k,1,1,100,1,6034,1,1
147011,Prior Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,81,1,15757,1,1
147202,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Mac OS X,,Unknown,,1,1,72,1,2971,1,1
147442,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,0,77,1,14968,1,1
147667,New Visitor,Web,ThirdPartyAds,Safari,iOS,mid_west,Female,100to250k,1,0,96,1,3594,1,1
147732,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Unknown,100to250k,1,1,31,1,7266,1,1
147850,Prior Visitor,Phone,WebSearch,Chrome,Android,eastern,Unknown,,1,1,98,0,12502,1,1
147942,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Female,Under50k,1,1,5,0,329,1,1
147978,Prior Visitor,Phone,WebSearch,Chrome,Android,eastern,Male,Under50k,1,1,87,1,12151,1,1
148079,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,50to100k,1,1,19,0,1674,1,1
148108,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,100to250k,1,1,20,1,1829,1,1
148642,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,eastern,Female,50to100k,1,1,57,1,6662,1,1
148652,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,iOS,west_coast,Male,,1,1,19,0,503,1,1
148691,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,1,43,1,1397,1,1
148748,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,mid_west,Female,100to250k,1,0,21,1,2713,1,1
148757,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,west_coast,Female,100to250k,1,1,25,1,4687,1,1
148905,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,mid_west,Male,Under50k,1,1,28,0,3176,1,1
148996,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,,Unknown,,1,1,452,1,27885,1,1
149046,New Visitor,Web,WebSearch,Chrome,Windows,,,,1,1,66,1,2615,1,1
149235,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,,Unknown,,1,0,33,1,3769,1,1
149389,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,south_west,Female,100to250k,1,1,6,0,210,1,1
149430,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,mid_west,Unknown,Under50k,1,1,17,1,3495,1,1
149503,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Male,50to100k,1,1,59,1,2185,1,1
149882,Prior Visitor,Phone,WebSearch,Chrome,Android,eastern,Female,Under50k,1,1,21,1,4182,1,1
150212,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,mid_west,Female,50to100k,1,0,40,1,7219,1,1
150216,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,mid_west,Unknown,,1,0,11,1,135,1,1
150306,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Female,50to100k,1,1,9,1,2726,1,1
150443,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,mid_west,Female,50to100k,1,1,22,0,8741,1,1
150520,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,,Unknown,,1,1,27,1,3343,1,1
150675,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,1,72,1,23334,1,1
150819,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,Under50k,1,0,46,1,5933,1,1
150921,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,west_coast,Male,50to100k,1,1,41,1,1932,1,1
150980,New Visitor,Web,WebSearch,Chrome,Windows,,Unknown,,1,0,64,1,2865,1,1
151201,Prior Visitor,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,1,14,0,1607,1,1
151317,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,,Unknown,,1,0,83,1,5974,1,1
151333,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,1,26,0,3456,1,1
151347,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,0,139,1,18306,1,1
151502,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,Under50k,1,1,62,1,6812,1,1
151509,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,58,0,2538,1,1
151586,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Male,50to100k,1,1,11,0,759,1,1
151919,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,eastern,Female,50to100k,1,1,75,1,3915,1,1
152279,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,100to250k,1,1,185,1,46824,1,1
152450,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,50to100k,1,0,16,0,4167,1,1
152507,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,41,0,1507,1,1
152546,New Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,28,0,1255,1,1
152568,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,iOS,mid_west,Female,Under50k,1,1,47,0,1069,1,1
152673,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Male,50to100k,1,0,7,0,12023,1,1
152798,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,eastern,Unknown,50to100k,1,1,11,0,465,1,1
152854,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,60,1,12742,1,1
152861,Prior Visitor,Phone,WebSearch,Chrome,Android,,,,1,1,89,1,4904,1,1
153107,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Male,50to100k,1,1,12,1,7090,1,1
153123,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,west_coast,Male,100to250k,1,1,13,1,580,1,1
153260,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,mid_west,Male,100to250k,1,1,105,0,21004,1,1
153288,New Visitor,Phone,ThirdPartyAds,Chrome,Android,,Unknown,,1,1,28,1,1648,1,1
153290,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,,Unknown,,1,1,40,0,1970,1,1
153440,New Visitor,Phone,WebSearch,Chrome,Android,,Unknown,,1,1,71,0,1847,1,1
153486,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,south_west,Unknown,100to250k,1,1,129,1,8085,1,1
153594,Prior Visitor with Purchase,Web,WebSearch,Microsoft Edge,Windows,eastern,Female,100to250k,1,1,31,0,2594,1,1
153604,Prior Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,71,0,2784,1,1
153642,New Visitor,Web,ThirdPartyAds,Microsoft Edge,Windows,,Unknown,,1,1,11,0,2267,1,1
154025,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Mac OS X,west_coast,Female,50to100k,1,1,86,1,15459,1,1
154076,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,west_coast,Female,100to250k,1,1,62,1,5449,1,1
154175,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Mac OS X,eastern,Male,100to250k,1,0,29,1,3365,1,1
154193,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,south_west,Unknown,,1,1,117,1,2945,1,1
154279,New Visitor,Web,WebSearch,Safari,Mac OS X,,Unknown,,1,1,30,1,4415,1,1
154331,New Visitor,Web,ThirdPartyAds,Safari,Mac OS X,west_coast,Male,50to100k,1,1,10,0,359,1,1
154400,Prior Visitor,Web,WebSearch,Chrome,Windows,,,,1,0,33,0,2309,1,1
154440,New Visitor,Web,WebSearch,Safari,Mac OS X,,,,1,1,22,0,1761,1,1
154465,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,50to100k,1,0,54,1,1716,1,1
154501,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,eastern,Female,50to100k,0,0,9,1,61,1,1
154577,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,,Unknown,,1,1,5,0,40,1,1
154746,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,west_coast,Female,Under50k,1,1,97,0,9582,1,1
154765,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,eastern,Female,Under50k,1,1,25,0,1731,1,1
154930,Prior Visitor,Web,ThirdPartyAds,Safari,Mac OS X,west_coast,Unknown,100to250k,1,0,9,0,116,1,1
155008,Prior Visitor with Purchase,Web,EmailFromWayfair,Microsoft Edge,Windows,eastern,Male,100to250k,1,1,22,0,822,1,1
155430,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,,Unknown,,1,1,19,0,509,1,1
155756,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,,Unknown,,1,1,143,1,11139,1,1
155910,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,38,0,15189,1,1
156138,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Mac OS X,eastern,Male,50to100k,1,1,19,1,647,1,1
156189,Prior Visitor,Web,WebSearch,Safari,iOS,,,,1,1,61,1,20175,1,1
156207,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,Under50k,1,1,24,0,395,1,1
156300,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,,Unknown,,1,1,80,1,10112,1,1
156450,New Visitor,Phone,ThirdPartyAds,Chrome,Android,mid_west,Female,50to100k,1,1,46,0,1534,1,1
156498,Prior Visitor,Web,WebSearch,Chrome,Windows,eastern,Male,50to100k,1,0,53,1,16298,1,1
156555,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Mac OS X,,Unknown,,1,1,40,1,8470,1,1
156774,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Mac OS X,,Unknown,,1,1,42,1,1000,1,1
156780,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Male,50to100k,1,1,39,0,4738,1,1
156798,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,0,34,0,21530,1,1
156858,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,,Unknown,,1,1,21,1,744,1,1
156948,Prior Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,12,0,262,1,1
157045,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,38,0,1351,1,1
157069,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,,,,1,0,5,0,213,1,1
157251,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,96,0,4205,1,1
157359,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,,Male,Under50k,1,0,50,1,1894,1,1
157382,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,,Unknown,,1,1,41,1,1969,1,1
157415,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,,Unknown,,1,1,6,1,647,1,1
157438,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,,Unknown,,1,1,32,0,1464,1,1
157468,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,20,1,12602,1,1
157722,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Unknown,Under50k,1,0,22,1,1307,1,1
157928,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,50to100k,1,1,30,0,3429,1,1
157970,Prior Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,62,0,7152,1,1
158158,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,Under50k,1,1,61,1,1651,1,1
158226,New Visitor,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,1,75,1,1970,1,1
158523,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,south_west,Female,100to250k,1,1,70,1,5720,1,1
158694,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,mid_west,Female,100to250k,1,0,17,0,9001,1,1
158873,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,eastern,Female,100to250k,1,1,21,0,730,1,1
158887,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,36,0,1702,1,1
158951,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,west_coast,Female,Under50k,1,1,430,1,23825,1,1
159075,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,,Unknown,,1,1,84,0,4883,1,1
159209,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,iOS,eastern,Female,Under50k,1,1,30,0,3185,1,1
159214,New Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,1,22,1,671,1,1
159324,Prior Visitor,Phone,WebSearch,Chrome,Android,,,,1,0,26,1,1561,1,1
159489,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,,Unknown,,1,0,148,0,11926,1,1
159503,New Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,52,1,12431,1,1
159885,Prior Visitor,Web,WebSearch,Chrome,Mac OS X,eastern,Female,Under50k,1,1,133,1,6209,1,1
